COMMUNICATION,QUALITY,PRICING,RESPECTING DEADLINES,ACCESIBILITY,MEETING EXPECTATIONS,EFFECTIVITY,CLASS
2,10,4,4,1,1,64.7027,1
3,10,4,5,5,2,85.29129999999999,1
3,5,2,2,2,3,50.0004,0
4,2,2,4,1,3,47.060100000000006,0
2,3,1,3,5,1,44.11690000000001,0
3,9,1,1,4,3,61.764300000000006,1
4,8,1,4,5,1,67.64569999999999,1
2,8,4,7,3,3,79.40899999999999,1
1,7,2,3,2,1,47.05650000000001,0
1,5,3,3,3,2,49.998400000000004,0
2,10,3,3,1,2,61.76240000000001,1
2,10,4,1,3,1,61.7622,1
3,4,4,4,5,1,61.7634,1
3,6,3,1,2,2,49.9998,0
4,1,2,7,4,2,58.823600000000006,0
1,9,3,5,2,1,61.76109999999999,1
3,6,3,6,4,2,70.5865,1
4,1,4,1,3,1,41.1775,0
1,10,4,3,1,4,67.64489999999999,1
4,7,1,7,1,3,67.6463,1
2,3,1,2,4,4,47.05970000000001,0
1,7,2,1,2,3,47.057900000000004,0
2,6,4,6,1,1,58.8209,0
2,2,2,3,1,3,38.2358,0
1,10,3,2,4,3,67.6447,1
3,1,2,7,4,1,52.9403,0
4,8,2,3,4,3,70.5879,1
4,9,3,5,4,1,76.46839999999999,1
1,10,1,5,2,3,64.7032,1
2,3,2,5,1,4,50.0001,0
4,1,1,5,3,1,44.118100000000005,0
2,8,2,5,1,3,61.763000000000005,1
1,9,2,5,4,3,70.58550000000001,1
2,4,1,2,5,2,47.0585,0
2,3,2,7,4,1,55.88040000000001,0
3,8,1,6,1,4,67.64620000000001,1
3,7,2,6,1,3,64.7047,1
2,1,2,2,3,3,38.2362,0
1,5,1,1,2,3,38.2351,0
1,3,3,3,5,1,47.0572,0
3,2,4,2,3,2,47.059200000000004,0
2,9,3,6,4,4,82.3507,1
3,3,2,2,2,1,38.2354,0
2,7,3,4,3,1,58.82120000000001,0
4,9,2,6,2,1,70.58609999999999,1
3,4,2,4,3,1,49.99920000000001,0
1,2,1,2,3,3,35.294399999999996,0
3,2,3,2,5,1,47.0588,0
1,9,2,7,2,4,73.5267,1
4,2,4,2,3,3,52.942499999999995,0
1,10,4,6,4,2,79.4077,1
3,9,2,6,4,4,82.3514,1
3,9,2,1,2,3,58.8231,0
2,7,2,4,5,1,61.76240000000001,1
1,7,4,5,3,1,61.7614,1
3,5,1,3,3,2,49.99980000000001,0
3,8,4,7,1,2,73.5269,1
4,9,1,6,2,4,76.46990000000001,1
4,10,2,7,2,4,85.2927,1
3,6,4,5,3,3,70.58709999999999,1
3,6,1,2,2,2,47.0587,0
3,5,3,4,3,1,55.881099999999996,0
3,8,1,3,3,1,55.880900000000004,0
3,10,3,5,5,3,85.2919,1
2,9,4,4,3,3,73.5272,1
1,5,1,7,2,2,52.938900000000004,0
3,10,4,4,2,2,73.52709999999999,1
4,9,4,7,4,1,85.29119999999998,1
3,2,3,1,4,4,50.001599999999996,0
4,1,2,4,1,1,38.236000000000004,0
3,2,3,1,1,3,38.2367,0
2,9,3,1,2,2,55.8808,0
4,2,4,3,5,3,61.765600000000006,1
3,4,4,4,1,2,52.940599999999996,0
1,3,2,2,4,4,47.059,0
3,6,3,2,1,3,52.941199999999995,0
1,10,1,2,2,4,58.82209999999999,0
2,9,4,7,3,4,85.2915,1
2,6,2,3,4,3,58.82270000000001,0
3,10,4,5,2,3,79.40959999999998,1
3,9,1,3,2,1,55.8807,0
2,8,1,4,1,4,58.8227,0
4,3,2,4,2,4,55.883700000000005,0
1,6,2,6,3,3,61.762600000000006,1
3,8,2,3,1,1,52.9397,0
1,3,1,7,2,4,52.94030000000001,0
3,5,1,6,1,1,49.9987,0
3,6,3,5,5,4,76.46990000000001,1
1,6,4,7,5,4,79.4093,1
1,9,4,6,1,1,64.7019,1
1,3,1,7,4,2,52.93930000000001,0
3,3,4,3,1,4,52.94199999999999,0
3,8,4,3,3,2,67.6455,1
3,3,2,3,3,3,50.000600000000006,0
4,9,2,4,5,1,73.52759999999999,1
1,5,1,1,5,4,50.0,0
1,7,4,1,5,4,64.7048,1
2,10,1,2,4,2,61.762800000000006,1
3,10,3,7,3,1,79.4083,1
3,5,2,2,3,3,52.94149999999999,0
2,10,2,3,1,2,58.821400000000004,0
4,3,2,7,1,4,61.765299999999996,1
2,9,1,5,1,2,58.8213,0
4,5,3,7,1,4,70.5881,1
1,7,1,6,3,2,58.82090000000001,0
1,4,1,7,1,2,47.056900000000006,0
1,7,3,6,2,1,58.8202,0
3,4,4,2,1,2,47.0588,0
3,4,2,1,3,4,50.0013,0
3,9,2,4,1,4,67.6463,1
2,10,2,2,2,3,61.7632,1
1,6,4,2,2,4,55.8815,0
3,10,3,6,5,4,91.1744,1
1,6,4,2,4,4,61.7637,1
4,4,1,5,1,2,50.0002,0
2,10,2,2,4,1,61.7622,1
3,4,1,4,5,2,55.882000000000005,0
4,9,3,6,2,1,73.52709999999999,1
1,3,2,5,2,3,47.05789999999999,0
4,7,3,1,1,1,49.9997,0
3,4,3,2,5,2,55.882200000000005,0
4,10,1,6,3,2,76.4687,1
3,1,3,6,4,2,55.882000000000005,0
2,3,4,3,5,2,55.8815,0
4,6,3,3,5,3,70.5882,1
1,1,1,3,4,1,32.3523,0
1,10,1,2,1,2,49.9978,0
1,2,1,6,4,3,49.9991,0
2,4,4,7,3,2,64.7038,1
2,9,1,5,3,4,70.58670000000001,1
1,7,1,7,3,2,61.76180000000001,1
2,1,3,2,5,2,44.1178,0
2,2,1,3,3,3,41.17699999999999,0
2,10,1,3,5,2,67.6448,1
2,5,4,3,1,4,55.882099999999994,0
3,5,4,4,1,2,55.881499999999996,0
2,5,2,1,2,1,38.23459999999999,0
3,2,4,4,4,4,61.765299999999996,1
4,3,3,5,5,4,70.58890000000001,1
2,1,3,5,4,1,47.0578,0
1,6,2,1,3,2,44.1165,0
3,3,3,2,2,2,44.118,0
1,1,2,4,3,2,38.234700000000004,0
4,6,1,7,2,1,61.7633,1
4,8,2,2,4,4,70.5886,1
1,4,3,2,5,4,55.882000000000005,0
3,3,2,7,5,2,64.7048,1
3,1,1,1,4,1,32.353899999999996,0
3,6,4,1,5,1,58.8225,0
2,2,4,3,3,3,50.0,0
4,8,2,4,2,2,64.705,1
1,7,3,3,4,2,58.8213,0
4,8,3,4,1,2,64.7049,1
2,4,4,5,1,2,52.9398,0
2,3,2,3,3,4,50.0005,0
3,2,3,4,3,4,55.8832,0
2,4,3,5,1,2,49.998799999999996,0
2,2,3,7,5,4,67.6464,1
3,4,3,5,5,4,70.5881,1
1,9,1,1,4,1,49.9977,0
4,2,4,1,5,2,52.94220000000001,0
4,3,3,5,5,3,67.6473,1
3,8,4,3,5,1,70.58609999999999,1
4,5,2,3,1,1,47.0587,0
4,2,3,6,2,4,61.765600000000006,1
4,5,3,7,3,2,70.5871,1
2,2,1,1,3,1,29.412,0
3,7,4,5,2,2,67.64529999999999,1
4,10,2,7,1,1,73.5268,1
2,9,4,2,4,2,67.64489999999999,1
1,6,2,6,2,3,58.8215,0
4,3,3,6,2,1,55.8817,0
2,7,4,6,1,1,61.7618,1
1,10,3,5,4,3,76.46739999999998,1
2,10,4,5,2,2,73.52629999999999,1
4,3,4,5,2,4,64.7066,1
4,3,4,6,2,3,64.7059,1
1,2,3,3,4,1,41.175200000000004,0
3,10,4,6,1,1,73.52619999999999,1
1,4,3,1,1,4,41.1767,0
3,6,3,6,1,4,67.6464,1
4,1,3,6,2,4,58.82470000000001,0
3,6,1,7,1,2,58.8221,0
2,8,1,2,4,1,52.939400000000006,0
4,10,3,5,5,4,91.1752,1
1,10,4,4,2,2,67.6437,1
3,4,1,3,2,3,47.0594,0
2,7,3,3,4,2,61.76300000000001,1
4,8,4,2,5,2,73.5285,1
1,8,1,6,2,3,61.762299999999996,1
4,10,3,7,4,1,85.29109999999999,1
1,3,2,3,3,3,44.1172,0
1,8,2,6,1,1,55.879000000000005,0
4,2,2,4,5,2,55.88290000000001,0
3,6,3,6,3,3,70.587,1
3,4,3,4,2,1,49.9991,0
1,10,3,5,3,4,76.4679,1
4,9,4,4,1,4,76.47,1
4,10,1,1,2,1,55.881499999999996,0
3,6,1,7,1,1,55.8805,0
2,10,4,4,1,3,70.5859,1
1,3,4,1,2,1,35.2931,0
4,10,4,6,2,3,85.29219999999998,1
1,10,4,2,5,4,76.4684,1
4,4,1,6,5,1,61.7639,1
3,9,1,3,3,3,64.705,1
4,8,2,6,2,1,67.64519999999999,1
2,7,2,5,5,2,67.6449,1
1,8,1,6,3,2,61.76180000000001,1
3,2,4,6,1,4,58.823800000000006,0
2,6,4,1,4,1,52.9397,0
2,7,4,4,2,3,64.70429999999999,1
3,8,3,5,1,2,64.7041,1
4,10,3,7,5,2,91.1738,1
1,5,1,5,5,1,52.9388,0
3,8,4,4,4,3,76.46909999999998,1
4,6,3,2,1,2,52.941300000000005,0
2,9,3,1,5,1,61.7625,1
2,3,3,6,4,3,61.7637,1
1,8,1,7,1,3,61.762100000000004,1
2,1,2,4,4,3,47.0591,0
3,5,1,7,2,4,64.7055,1
3,1,1,4,5,4,52.942499999999995,0
3,8,1,6,5,4,79.41060000000002,1
4,9,4,3,4,4,82.35239999999999,1
1,3,1,3,5,4,50.0,0
4,9,4,3,4,3,79.41079999999998,1
4,4,2,4,5,1,58.823100000000004,0
1,6,4,2,1,3,49.9988,0
4,3,1,1,2,4,44.120000000000005,0
2,3,1,3,4,1,41.1758,0
1,8,1,3,4,4,61.763400000000004,1
1,3,1,2,2,4,38.235800000000005,0
1,10,3,6,4,2,76.4667,1
2,7,1,7,2,1,58.8208,0
4,3,3,6,1,2,55.882200000000005,0
4,4,2,6,1,1,52.9405,0
1,3,3,7,4,2,58.82130000000001,0
3,6,4,6,4,4,79.4107,1
4,10,4,2,1,3,70.58749999999999,1
1,4,1,4,2,2,41.1753,0
2,10,2,4,2,4,70.5866,1
3,8,3,5,3,4,76.46950000000001,1
3,5,3,4,1,4,58.82369999999999,0
2,8,1,5,1,1,52.9388,0
3,2,4,5,5,4,67.6473,1
2,8,2,6,1,4,67.6455,1
4,5,3,1,1,4,52.9427,0
2,6,4,5,4,3,70.5865,1
1,8,4,6,3,2,70.5848,1
4,1,2,6,5,2,58.823800000000006,0
1,9,2,6,5,2,73.52590000000001,1
4,6,1,4,1,4,58.824299999999994,0
3,6,1,2,2,1,44.1171,0
1,1,3,5,5,2,49.9988,0
3,5,2,3,3,2,52.94080000000001,0
2,1,3,2,4,2,41.176700000000004,0
4,3,3,6,5,3,70.5882,1
4,3,2,5,3,3,58.8241,0
3,4,2,3,3,3,52.941500000000005,0
3,8,2,3,2,1,55.8808,0
2,5,4,4,5,1,61.7626,1
1,7,4,7,1,1,61.761,1
4,2,3,5,4,1,55.88210000000001,0
1,1,4,1,3,2,35.294,0
3,9,1,2,2,3,58.82299999999999,0
2,9,1,7,4,1,70.5848,1
1,7,2,3,4,1,52.93870000000001,0
2,6,4,3,4,1,58.8215,0
4,1,3,2,1,1,35.2952,0
2,10,3,6,1,4,76.46830000000001,1
2,6,1,2,4,3,52.94080000000001,0
3,6,2,5,3,1,58.82190000000001,0
1,3,1,6,1,2,41.17510000000001,0
3,1,1,2,3,3,38.2369,0
4,10,1,7,1,4,79.41060000000002,1
4,2,3,1,2,4,47.061099999999996,0
3,4,2,7,3,3,64.7051,1
3,5,4,7,4,3,76.4691,1
1,6,2,1,1,2,38.234300000000005,0
4,8,3,1,5,3,70.5882,1
1,9,3,1,1,3,52.9396,0
4,10,3,5,4,4,88.2341,1
3,3,4,7,5,3,73.52839999999999,1
2,7,2,3,3,3,58.822500000000005,0
4,3,3,4,5,2,61.76480000000001,1
1,7,2,2,4,1,49.997800000000005,0
1,2,2,4,4,3,47.0583,0
3,4,2,5,2,2,52.9406,0
1,8,2,3,4,1,55.87960000000001,0
2,6,2,2,4,2,52.940200000000004,0
4,2,2,7,4,4,67.6477,1
4,8,4,4,1,4,73.52909999999999,1
4,10,2,1,5,4,76.47059999999999,1
2,9,3,2,1,3,58.822199999999995,0
2,5,3,7,4,2,67.6448,1
4,9,3,7,5,4,94.1161,1
3,8,3,1,1,1,49.9989,0
3,4,3,3,4,4,61.76520000000001,1
3,7,3,3,5,3,70.5874,1
3,2,3,6,1,4,55.8828,0
1,5,3,7,5,4,73.5274,1
3,4,4,2,3,4,58.824200000000005,0
2,5,3,5,3,1,55.8803,0
4,2,2,2,5,3,52.9427,0
1,5,1,6,4,1,52.93860000000001,0
1,1,2,6,5,3,52.94030000000001,0
2,2,4,1,4,2,44.1177,0
1,5,4,4,4,3,61.763000000000005,1
3,8,2,3,5,3,70.5873,1
1,1,3,2,2,4,38.236000000000004,0
2,7,2,7,5,2,73.5267,1
3,2,3,2,2,4,47.0603,0
3,4,4,2,3,1,49.9994,0
3,6,3,2,4,2,58.822900000000004,0
3,8,2,1,3,3,58.82329999999999,0
3,6,1,3,1,4,52.9417,0
4,8,2,5,5,1,73.52759999999999,1
1,5,3,3,4,4,58.8227,0
4,3,3,4,2,1,49.999900000000004,0
3,5,1,4,2,2,49.9996,0
1,1,3,6,3,2,47.057500000000005,0
1,6,4,7,1,4,67.6449,1
1,2,4,1,5,3,47.0587,0
2,10,2,4,5,1,70.5851,1
2,7,2,7,5,2,73.5267,1
3,5,3,3,1,4,55.88279999999999,0
3,9,1,2,3,2,58.822500000000005,0
2,9,1,4,3,1,58.821000000000005,0
4,7,4,6,1,2,70.5868,1
4,6,3,4,5,1,67.6459,1
4,4,1,4,5,1,55.8821,0
4,2,4,5,2,3,58.8241,0
2,10,2,2,1,2,55.8805,0
2,3,2,7,5,4,67.64630000000001,1
4,5,2,4,5,1,61.764,1
3,2,2,5,2,2,47.0588,0
4,6,1,3,2,1,49.9997,0
1,10,1,1,5,3,61.7629,1
3,3,4,6,3,4,67.6469,1
4,2,4,2,5,3,58.82470000000001,0
3,4,3,7,1,2,58.822300000000006,0
1,2,2,7,2,1,44.1156,0
2,2,1,5,5,2,49.9994,0
1,4,2,1,1,1,29.410899999999998,0
2,3,1,5,5,1,49.99870000000001,0
2,5,1,6,2,1,49.9981,0
3,10,4,5,1,4,79.4101,1
1,7,1,4,1,3,49.99850000000001,0
1,2,4,5,1,1,41.1747,0
2,2,2,2,1,4,38.23649999999999,0
1,8,3,6,1,4,67.6448,1
2,10,4,3,3,1,67.64399999999999,1
2,2,4,6,1,2,49.9989,0
3,9,3,7,2,1,73.52629999999999,1
4,9,3,6,4,4,88.2341,1
2,8,1,4,1,1,49.9979,0
4,1,2,4,2,3,47.0603,0
4,2,2,3,5,4,58.82520000000001,0
1,8,4,4,5,2,70.5852,1
3,10,3,3,3,2,70.58630000000001,1
2,2,2,7,4,3,58.8227,0
1,7,3,1,1,4,49.999399999999994,0
1,4,2,6,5,3,61.763000000000005,1
3,3,1,7,1,1,47.0578,0
2,8,1,5,1,3,58.822,0
1,5,4,1,4,4,55.8819,0
3,2,4,5,4,3,61.7646,1
4,1,4,3,4,1,50.0004,0
1,10,4,6,4,1,76.4661,1
4,4,4,3,4,2,61.7647,1
3,10,1,2,2,1,55.8807,0
1,10,4,5,1,4,73.52669999999999,1
4,3,3,3,1,4,52.9427,0
4,4,3,7,1,1,58.8224,0
4,6,4,5,1,2,64.705,1
3,7,2,4,5,1,64.7041,1
1,6,1,5,5,1,55.87970000000001,0
2,2,2,3,4,1,41.1759,0
3,2,1,1,2,2,32.3542,0
3,6,4,7,2,1,67.6446,1
1,2,4,1,1,2,32.3527,0
1,9,2,7,1,2,64.7024,1
4,1,1,5,5,3,55.8835,0
1,9,1,4,4,4,67.6452,1
4,4,3,2,4,4,61.766000000000005,1
4,3,3,4,5,2,61.76480000000001,1
4,9,3,1,2,1,58.822599999999994,0
3,1,4,3,3,2,47.059200000000004,0
3,8,3,1,5,3,67.6465,1
1,6,2,5,1,1,47.05630000000001,0
2,3,2,3,5,1,47.057900000000004,0
4,8,2,3,1,3,61.7646,1
4,5,1,3,2,2,50.0004,0
2,4,3,3,3,1,47.0576,0
1,3,1,2,2,2,32.3526,0
1,7,2,4,4,1,55.87960000000001,0
3,1,4,1,5,2,47.0596,0
3,3,4,3,3,2,52.941,0
3,3,1,2,4,3,47.059799999999996,0
3,4,4,3,2,2,52.940799999999996,0
3,5,3,6,3,4,70.5877,1
2,9,1,3,5,2,64.7039,1
2,6,4,4,2,3,61.76339999999999,1
3,7,3,4,2,4,67.6466,1
3,9,2,6,1,1,64.7033,1
3,3,2,2,4,2,47.059200000000004,0
4,8,2,6,5,2,79.4101,1
3,8,4,7,4,2,82.35019999999999,1
2,8,4,6,2,2,70.5854,1
2,4,2,2,2,2,41.176199999999994,0
1,9,3,2,5,3,67.64489999999999,1
3,2,1,2,1,1,29.412399999999998,0
2,4,1,3,4,4,52.941500000000005,0
3,10,3,7,4,2,85.291,1
2,3,3,1,5,4,52.941900000000004,0
3,9,2,1,2,2,55.881499999999996,0
1,10,4,3,1,3,64.7033,1
4,9,2,4,3,2,70.587,1
3,9,4,6,3,1,76.46749999999999,1
4,7,3,7,3,1,73.5273,1
3,3,4,4,3,3,58.823499999999996,0
2,2,4,5,5,1,55.8808,0
2,2,2,6,2,4,52.941199999999995,0
2,1,2,3,3,1,35.2939,0
3,9,1,4,2,1,58.8216,0
1,10,1,6,3,2,67.6436,1
3,8,4,2,1,4,64.70559999999999,1
3,10,1,7,2,4,79.41000000000001,1
2,10,4,1,1,3,61.7632,1
4,4,2,4,4,4,64.7068,1
1,5,3,7,5,4,73.5274,1
2,2,1,2,2,2,32.3534,0
2,9,4,2,3,4,70.587,1
2,3,1,6,3,1,47.05740000000001,0
4,6,3,3,1,2,55.882200000000005,0
2,9,3,1,2,3,58.8224,0
1,3,4,5,3,3,55.881,0
1,5,4,5,3,3,61.7628,1
4,10,2,7,2,4,85.2927,1
1,5,1,5,1,4,49.9992,0
3,4,3,2,3,1,47.0584,0
2,10,2,2,5,1,64.7033,1
4,3,2,7,5,3,70.5881,1
3,6,1,3,1,1,44.1169,0
1,6,4,5,5,4,73.5275,1
1,1,3,6,5,3,55.881299999999996,0
1,9,1,4,1,3,55.880300000000005,0
2,5,4,3,5,1,58.8217,0
1,2,2,7,3,3,52.939899999999994,0
2,7,1,7,5,1,67.6441,1
4,9,1,5,4,3,76.46959999999999,1
2,3,1,6,2,1,44.1163,0
2,10,4,6,1,4,79.4093,1
4,3,4,4,5,3,67.64739999999999,1
4,2,1,3,1,1,35.295,0
2,7,3,5,2,3,64.7042,1
1,1,2,3,4,1,35.2933,0
2,5,1,5,2,1,47.057199999999995,0
4,8,1,4,2,4,67.6472,1
2,7,1,4,2,4,58.822900000000004,0
2,1,1,4,3,4,44.1186,0
3,3,2,5,2,3,52.9413,0
1,3,2,1,3,4,41.177,0
4,9,1,1,4,1,58.8228,0
1,7,3,4,4,2,61.7622,1
3,5,4,5,1,1,55.880799999999994,0
2,4,2,6,2,1,49.9982,0
3,3,3,5,2,1,49.9991,0
4,9,2,5,5,4,85.2933,1
2,8,3,1,5,4,67.6464,1
4,6,2,6,1,4,67.64710000000001,1
1,8,4,4,5,3,73.5268,1
1,8,2,3,5,3,64.7039,1
1,6,3,7,2,1,58.82020000000001,0
2,6,2,5,4,4,67.6461,1
3,2,4,2,3,4,52.942400000000006,0
1,10,2,7,2,4,76.4676,1
2,5,2,2,3,4,52.9414,0
3,10,1,4,3,1,64.7036,1
2,3,2,5,4,1,49.9986,0
3,9,4,1,2,3,64.70509999999999,1
1,7,3,6,5,4,76.4683,1
3,5,2,4,3,2,55.88170000000001,0
1,10,3,4,1,1,58.81999999999999,0
1,6,3,2,3,3,52.94,0
3,8,3,6,4,3,79.4099,1
3,8,1,4,1,4,61.764399999999995,1
3,9,4,4,3,2,73.5273,1
2,9,4,3,4,1,67.64419999999998,1
3,8,3,5,5,1,73.5269,1
4,6,4,2,2,4,64.7066,1
2,4,2,6,2,2,52.9398,0
3,1,1,3,3,2,38.2362,0
1,5,1,7,1,3,52.939400000000006,0
3,5,3,7,2,4,70.58749999999999,1
4,2,2,1,4,1,41.1775,0
3,2,1,3,3,3,44.118700000000004,0
3,4,2,5,5,2,61.76390000000001,1
1,8,2,5,3,1,58.82030000000001,0
4,3,4,1,2,2,47.059799999999996,0
2,1,2,2,3,1,32.353,0
1,1,2,3,2,3,35.2943,0
4,7,1,7,5,4,82.35230000000001,1
3,5,2,2,1,2,44.1177,0
4,6,2,7,2,1,64.7043,1
2,6,2,2,2,2,47.058,0
4,5,1,6,1,3,58.8236,0
3,1,1,3,3,2,38.2362,0
2,4,2,7,1,4,58.8228,0
2,9,3,7,4,1,76.46679999999999,1
1,4,4,6,4,4,67.6455,1
1,3,4,4,1,2,44.1163,0
1,3,2,3,2,4,44.1177,0
4,4,3,2,4,1,52.9412,0
2,9,4,5,2,4,76.4686,1
3,7,2,1,1,3,50.00019999999999,0
3,9,3,5,4,4,82.3515,1
3,9,4,3,1,1,61.76259999999999,1
4,3,4,4,1,1,49.99979999999999,0
3,10,4,7,4,3,91.17359999999998,1
4,7,1,2,2,4,58.8245,0
1,4,1,7,4,4,61.763400000000004,1
4,7,2,6,3,1,67.6454,1
2,3,4,7,2,3,61.763400000000004,1
2,9,1,5,2,3,64.704,1
1,4,1,1,4,3,41.1764,0
1,5,2,2,2,3,44.11699999999999,0
3,9,3,7,3,3,82.3506,1
1,6,2,4,2,4,55.88130000000001,0
3,5,3,3,3,1,52.9402,0
2,2,3,3,2,1,38.234700000000004,0
1,4,4,3,4,3,55.88120000000001,0
1,4,4,7,4,1,61.7616,1
3,3,2,5,2,3,52.9413,0
1,9,2,1,1,4,52.940200000000004,0
2,5,3,2,2,2,47.058099999999996,0
1,1,4,7,1,3,49.9988,0
2,2,1,6,1,1,38.234300000000005,0
1,10,1,5,3,2,64.70270000000001,1
4,5,1,7,3,3,67.6467,1
2,7,2,2,5,1,55.8806,0
2,1,3,5,3,3,49.9999,0
1,6,4,1,2,3,49.998999999999995,0
4,1,3,6,3,1,52.94100000000001,0
4,4,4,4,4,2,64.70559999999999,1
4,10,4,4,2,1,73.52719999999998,1
1,3,4,5,5,4,64.7048,1
2,1,2,4,5,2,47.058600000000006,0
3,4,3,2,1,4,50.001000000000005,0
2,3,3,7,1,4,58.822900000000004,0
2,9,4,2,5,1,67.64439999999999,1
2,8,4,5,4,3,76.46829999999999,1
4,5,3,5,2,4,67.6474,1
1,6,4,2,3,1,49.997800000000005,0
3,2,4,2,2,3,47.05969999999999,0
3,9,3,4,2,1,64.7036,1
4,9,4,1,3,3,70.58789999999999,1
2,2,1,5,1,1,35.2934,0
2,7,2,7,5,4,79.40990000000001,1
4,1,4,5,4,1,55.8822,0
1,2,1,7,3,2,47.0573,0
1,7,1,6,4,1,58.82040000000001,0
2,6,1,1,5,4,55.88260000000001,0
3,7,1,2,4,3,58.82340000000001,0
1,4,3,3,1,1,38.2337,0
3,8,1,7,5,1,73.5267,1
4,7,3,4,5,4,79.4116,1
3,10,2,7,3,1,76.4673,1
2,8,4,2,5,4,73.5283,1
4,8,1,1,5,4,67.6478,1
3,2,2,5,5,3,58.8237,0
3,3,4,7,5,4,76.47,1
3,7,2,5,4,3,70.5871,1
4,10,1,4,5,4,82.3523,1
2,10,4,7,4,1,82.34869999999998,1
2,4,2,5,4,4,61.76429999999999,1
3,8,1,3,5,3,67.6463,1
3,1,4,4,1,1,41.1763,0
3,4,1,5,3,2,52.94070000000001,0
2,2,2,7,2,2,49.9989,0
3,8,1,6,2,3,67.6457,1
3,9,4,6,2,3,79.40959999999998,1
1,7,4,5,3,1,61.7614,1
2,6,2,3,4,3,58.82270000000001,0
4,7,1,3,4,2,61.7644,1
1,8,4,4,3,4,70.5862,1
3,3,3,1,2,3,44.118700000000004,0
2,8,1,1,5,1,52.939600000000006,0
1,10,1,2,5,3,64.7038,1
4,4,2,1,4,2,50.0009,0
2,6,3,3,4,2,58.82210000000001,0
1,10,3,2,1,3,58.8214,0
3,3,4,2,3,3,52.9417,0
2,4,3,2,2,2,44.1172,0
4,9,3,3,1,3,67.6465,1
1,1,3,5,2,2,41.1755,0
3,6,1,1,4,2,50.00000000000001,0
2,6,4,3,2,3,58.82249999999999,0
1,5,3,3,5,2,55.8806,0
3,5,1,7,4,1,61.7629,1
1,3,1,3,5,4,50.0,0
4,6,2,7,2,2,67.6459,1
3,5,3,7,2,4,70.58749999999999,1
2,6,1,1,2,1,38.234500000000004,0
2,4,1,7,4,4,64.7051,1
3,10,2,3,3,3,70.5869,1
1,4,1,5,5,4,58.8227,0
1,7,2,4,5,2,61.76230000000001,1
3,6,1,3,2,3,52.941199999999995,0
4,7,1,6,2,4,70.5881,1
4,3,4,6,2,3,64.7059,1
4,6,2,4,1,2,55.8821,0
3,5,1,5,4,3,61.764300000000006,1
4,5,1,6,4,4,70.5885,1
1,6,2,2,3,1,44.1158,0
2,10,2,2,4,1,61.7622,1
3,4,4,1,2,4,52.9422,0
4,9,2,4,1,1,61.7632,1
3,3,1,1,4,2,41.1773,0
2,9,2,4,4,4,73.5279,1
4,10,1,7,1,1,70.5858,1
1,5,4,4,3,2,55.880300000000005,0
2,6,3,6,3,2,64.70370000000001,1
3,6,4,4,5,1,67.64519999999999,1
2,10,2,1,5,1,61.7624,1
2,5,3,7,5,1,67.64429999999999,1
3,5,1,3,5,4,61.76520000000001,1
3,6,3,4,4,1,61.76310000000001,1
3,10,1,5,1,3,67.6455,1
3,5,2,2,1,2,44.1177,0
2,8,3,4,2,2,61.762600000000006,1
3,3,2,2,2,4,47.060199999999995,0
3,7,1,3,5,4,67.647,1
3,7,3,7,2,2,70.5861,1
2,8,4,5,5,1,73.52619999999999,1
2,7,1,5,4,1,58.821200000000005,0
1,7,2,3,2,2,49.99810000000001,0
1,3,2,4,3,3,47.058099999999996,0
4,4,4,7,3,2,70.5872,1
1,4,1,6,3,1,47.05660000000001,0
3,4,1,4,2,3,50.000299999999996,0
1,6,4,6,5,1,67.64359999999999,1
4,2,2,5,1,2,47.059400000000004,0
4,5,4,1,5,3,64.70649999999999,1
3,4,3,3,1,2,47.0587,0
2,5,4,7,5,3,76.46849999999999,1
2,1,2,7,4,2,52.940200000000004,0
4,4,1,6,1,4,58.824299999999994,0
2,10,4,1,5,2,70.586,1
4,3,2,3,5,1,52.941300000000005,0
3,8,4,2,3,1,61.763,1
2,6,4,5,4,3,70.5865,1
2,10,2,5,5,3,79.4092,1
3,8,1,2,2,4,58.8237,0
1,4,1,6,5,4,61.76360000000001,1
4,9,2,5,3,2,73.5279,1
4,9,2,7,4,2,82.35079999999999,1
3,3,3,3,2,1,44.1173,0
1,3,1,4,3,4,47.0587,0
4,8,3,6,5,3,85.2927,1
2,8,1,2,5,4,64.70530000000001,1
1,4,1,5,3,1,44.1157,0
4,3,4,2,3,4,58.825,0
1,5,2,4,3,2,49.9983,0
3,6,4,5,5,4,79.4109,1
2,6,2,4,4,3,61.76360000000001,1
2,1,2,5,5,1,47.057900000000004,0
3,8,1,7,2,1,64.7034,1
3,9,4,5,1,2,70.586,1
4,9,4,2,3,3,73.52879999999999,1
3,8,1,2,4,1,55.8811,0
3,4,2,6,1,3,55.882000000000005,0
1,2,1,7,3,3,49.99889999999999,0
1,5,1,1,3,1,35.293,0
4,8,3,6,3,4,82.35210000000001,1
3,4,4,1,5,4,61.7655,1
2,5,4,7,5,4,79.4101,1
1,1,4,4,4,2,47.0578,0
3,5,3,4,5,4,70.5881,1
2,4,3,7,3,3,64.70439999999999,1
1,3,3,7,1,4,55.88120000000001,0
2,2,1,4,2,1,35.2936,0
3,3,1,6,5,3,61.7645,1
1,9,1,5,4,1,61.761300000000006,1
2,8,2,7,3,1,67.6438,1
2,8,3,4,5,3,73.5275,1
4,5,3,4,1,3,58.823800000000006,0
